1.puzzle
	Soulution = 57, Generated = 243248017, Expanded = 120524730, Time = 29.968750, Expanded/Second = 4021680.250000

1.puzzle
	Soulution = 57, Generated = 243248017, Expanded = 120524730, Time = 29.968750, Expanded/Second = 4021680.250000

1.puzzle
	Soulution = 57, Generated = 243248017, Expanded = 120524730, Time = 430.796875, Expanded/Second = 279771.593750

