STUDENT ID,DET_Region,METRO/NON-METRO,EDUCATION SECTOR,LOCAL GOVERNMENT AREA,SEX,STUDY STRAND,SES quartile (student residence),Country_of_birth,LOTE SPOKEN AT HOME,DESTINATION ,DESTINATION (including deferrals)
6972,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Frankston,F,VCE non-VET,Lower-middle,Australia,No,Employed,Employed
6973,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Mornington Peninsula,M,VCE non-VET,Highest,Australia,No,Employed,Employed
6974,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,F,VCE non-VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
6975,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Baw Baw,F,VCE VET,Lower-middle,Australia,No,Employed,Employed
6976,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Latrobe,M,VCE VET,Lowest,Australia,No,Employed,Employed
6977,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,M,VCE VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
6978,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Kingston,M,VCE VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
6979,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,M,VCE VET,Upper-middle,Australia,No,Employed,Employed
6980,NORTH-WESTERN VICTORIA,Metropolitan,Government,Banyule,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6981,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Kingston,M,VCE non-VET,Highest,Australia,Yes,Employed,Employed
6982,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6983,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6984,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,M,VCE non-VET,Highest,United Kingdom,No,Employed,Employed
6985,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Wangaratta,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
6986,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,M,VCAL only,Lower-middle,Australia,No,Employed,Employed
6987,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Wangaratta,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
6988,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Corangamite,M,VCE VET,Upper-middle,Australia,No,Employed,Employed
6989,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Banyule,M,VCE non-VET,Highest,Australia,No,Employed,Employed
6990,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,M,VCE VET,Lowest,Australia,No,Employed,Employed
6991,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Banyule,M,VCE VET,Lower-middle,Australia,No,Employed,Employed
6992,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,M,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
6993,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Ballarat,F,VCE VET,Lower-middle,Australia,No,Employed,Employed
6994,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Wellington,M,VCAL only,Lowest,Australia,No,Employed,Employed
6995,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Bendigo,F,VCE non-VET,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6996,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Kingston,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6997,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Baw Baw,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
6998,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Bendigo,M,VCE non-VET,Lower-middle,Australia,No,Employed,Employed
6999,NORTH-WESTERN VICTORIA,Metropolitan,Government,Banyule,F,VCE VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7000,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Melton,M,VCE non-VET,Lowest,United Kingdom,No,Employed,Employed
7001,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Whitehorse,F,IB,Highest,China (excl. SARs and Taiwan Province),Yes,Employed,Employed
7002,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,M,VCAL only,Highest,Australia,No,Employed,Employed
7003,NORTH-WESTERN VICTORIA,Metropolitan,Government,Banyule,M,VCE VET,Highest,New Zealand,No,Bachelor degree,Bachelor degree
7004,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,F,VCE VET,Lowest,New Zealand,No,Employed,Employed
7005,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
7006,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Ballarat,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
7007,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,M,VCE VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7008,SOUTH-EASTERN VICTORIA,Metropolitan,Adult,Greater Dandenong,M,VCAL only,Highest,Australia,No,Employed,Employed
7009,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Bayside,M,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7010,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Adult,Greater Geelong,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7011,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Cardinia,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7012,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,M,VCE non-VET,Highest,Australia,No,Employed,Employed
7013,NORTH-EASTERN VICTORIA,Metropolitan,Government,Cardinia,M,VCE non-VET,Highest,Australia,No,Employed,Employed
7014,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Greater Shepparton,M,VCE non-VET,Lowest,New Zealand,No,Certificates/diplomas,Certificates/diplomas
7015,SOUTH-WESTERN VICTORIA,Metropolitan,Adult,Melbourne,M,VCAL only,Lower-middle,Australia,No,Employed,Employed
7016,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,M,VCE VET,Upper-middle,Cambodia(Kampuchea),Yes,Employed,Employed
7017,NORTH-EASTERN VICTORIA,Metropolitan,Government,Manningham,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7018,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,F,VCE VET,Upper-middle,Malta,Yes,Certificates/diplomas,Certificates/diplomas
7019,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Ballarat,M,VCE non-VET,Lower-middle,Australia,No,Employed,Employed
7020,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Latrobe,M,VCE VET,Lowest,Australia,No,Employed,Employed
7021,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7022,NORTH-WESTERN VICTORIA,Metropolitan,Government,Moreland,F,VCE non-VET,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
7023,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Whitehorse,M,VCE non-VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
7024,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Greater Dandenong,M,VCAL only,Lowest,Refused,Prefer not to say,Employed,Employed
7025,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Knox,M,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
7026,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Hobsons Bay,M,VCE VET,Lower-middle,Australia,No,Employed,Employed
7027,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7028,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Maroondah,M,VCE VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7029,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Mornington Peninsula,M,VCAL only,Upper-middle,Australia,No,Employed,Employed
7030,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,M,VCE non-VET,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
7031,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Latrobe,M,VCE VET,Lower-middle,Australia,No,Employed,Employed
7032,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Benalla,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
7033,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Ballarat,M,VCAL only,Lowest,Australia,No,Employed,Employed
7034,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Glen Eira,M,VCE non-VET,Lower-middle,Netherlands,Yes,Employed,Employed
7035,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Glenelg,M,VCAL only,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
7036,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7037,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Cardinia,M,VCE VET,Highest,Other,Yes,Bachelor degree,Bachelor degree
7038,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Ballarat,M,VCE VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
7039,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Maribyrnong,M,VCE non-VET,Lower-middle,New Zealand,No,Bachelor degree,Bachelor degree
7040,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Swan Hill,M,VCE VET,Lowest,Australia,No,Employed,Employed
7041,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Mornington Peninsula,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7042,SOUTH-EASTERN VICTORIA,Metropolitan,Adult,Greater Dandenong,F,VCAL only,Upper-middle,Australia,No,Employed,Employed
7043,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Swan Hill,F,VCE VET,Lower-middle,Australia,No,Employed,Employed
7044,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,F,VCAL only,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
7045,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7046,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Kingston,M,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
7047,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Hume,M,VCE non-VET,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
7048,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,M,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
7049,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Kingston,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7050,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Geelong,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7051,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Whittlesea,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7052,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Banyule,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7053,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,M,VCE non-VET,Highest,Australia,No,Employed,Employed
7054,NORTH-EASTERN VICTORIA,Metropolitan,Government,Manningham,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7055,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCE VET,Lowest,Australia,No,Employed,Employed
7056,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Ballarat,M,VCE VET,Lower-middle,Australia,No,Employed,Employed
7057,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Banyule,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7058,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Frankston,M,VCE VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7059,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Port Phillip,M,VCE non-VET,Highest,Australia,Yes,Certificates/diplomas,Certificates/diplomas
7060,NORTH-EASTERN VICTORIA,Metropolitan,Government,Cardinia,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7061,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Casey,M,VCE VET,Upper-middle,India,No,Certificates/diplomas,Certificates/diplomas
7062,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Yarra,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7063,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Banyule,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7064,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,F,VCE non-VET,Lowest,Australia,No,Employed,Employed
7065,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Adult,Latrobe,F,VCAL only,Lowest,Australia,No,Employed,Employed
7066,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Moorabool,M,VCE non-VET,Lower-middle,Australia,No,Employed,Employed
7067,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Alpine,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
7068,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Casey,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7069,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,M,VCE VET,Lower-middle,Australia,No,Employed,Employed
7070,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
7071,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Horsham,M,VCAL only,Lower-middle,Australia,No,Employed,Employed
7072,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCE VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
7073,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCE non-VET,Lowest,Other,Yes,Employed,Employed
7074,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,F,VCAL only,Lower-middle,South Africa,Yes,Employed,Employed
7075,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCE non-VET,Upper-middle,Other,No,Bachelor degree,Bachelor degree
7076,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,M,VCE VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7077,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,M,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
7078,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Hobsons Bay,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
7079,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Monash,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7080,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Kingston,M,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7081,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7082,NORTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Bendigo,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
7083,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,F,VCE VET,Highest,South Africa,No,Certificates/diplomas,Certificates/diplomas
7084,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Whitehorse,F,VCE non-VET,Highest,New Zealand,Yes,Bachelor degree,Bachelor degree
7085,SOUTH-EASTERN VICTORIA,Metropolitan,Adult,Mornington Peninsula,F,VCAL only,Lower-middle,Australia,No,Employed,Employed
7086,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Glenelg,F,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
7087,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Moonee Valley,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7088,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,M,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7089,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Macedon Ranges,M,VCE VET,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
7090,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,F,VCE non-VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
7091,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Moonee Valley,M,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
7092,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Wodonga,F,VCE VET,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
7093,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,M,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
7094,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Kingston,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7095,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Manningham,M,VCE VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
7096,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,F,VCE non-VET,Upper-middle,Australia,Yes,Certificates/diplomas,Certificates/diplomas
7097,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Manningham,M,VCAL only,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
7098,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Knox,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7099,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Wodonga,F,VCE VET,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
7100,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Knox,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7101,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Frankston,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7102,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Kingston,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7103,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,M,VCE VET,Upper-middle,Australia,No,Employed,Employed
7104,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Whittlesea,M,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
7105,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Wodonga,F,VCE VET,Lowest,Australia,No,Employed,Employed
7106,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Mildura,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
7107,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Maroondah,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7108,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Frankston,M,VCE non-VET,Lower-middle,South Africa,No,Employed,Employed
7109,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Corangamite,M,VCE VET,Lowest,Australia,No,Employed,Employed
7110,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Maroondah,M,VCE VET,Highest,Australia,No,Employed,Employed
7111,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Hume,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7112,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,M,VCE non-VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
7113,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Manningham,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7114,SOUTH-EASTERN VICTORIA,Metropolitan,Adult,Frankston,M,VCE VET,Upper-middle,Australia,No,Employed,Employed
7115,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Mitchell,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7116,NORTH-EASTERN VICTORIA,Metropolitan,Adult,Boroondara,M,VCAL only,Lower-middle,Australia,No,Employed,Employed
7117,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,M,VCE non-VET,Upper-middle,Australia,Yes,Certificates/diplomas,Certificates/diplomas
7118,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Glen Eira,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7119,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Maroondah,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7120,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,M,VCAL only,Lower-middle,Iraq,Yes,Employed,Employed
7121,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Geelong,M,VCE VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
7122,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Ballarat,F,VCE VET,Lower-middle,Australia,No,Employed,Employed
7123,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Mount Alexander,M,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
7124,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,M,VCAL only,Upper-middle,India,Yes,Employed,Employed
7125,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Melbourne,F,VCE non-VET,Lowest,Vietnam,Yes,Certificates/diplomas,Certificates/diplomas
7126,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
7127,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Kingston,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
7128,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Frankston,M,VCE VET,Upper-middle,Australia,No,Employed,Employed
7129,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,M,VCE non-VET,Lower-middle,Australia,No,Employed,Employed
7130,NORTH-EASTERN VICTORIA,Metropolitan,Government,Knox,F,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
7131,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Frankston,M,VCE VET,Upper-middle,Australia,No,Employed,Employed
7132,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,F,VCE VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
7133,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,M,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
7134,NORTH-WESTERN VICTORIA,Metropolitan,Government,Banyule,M,VCE non-VET,Upper-middle,Sudan,Yes,Certificates/diplomas,Certificates/diplomas
7135,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,F,VCE VET,Upper-middle,Australia,No,Employed,Employed
